﻿﻿card_id;name;name_slug;description;ability;cost;strength;type;type_slug;rarity;rarity_slug;is_unique;race;race_slug;image_url;illustrator;edition_id;created_at;updated_at
15385;yvain del leon carta texturizada;yvain_del_leon_(carta_texturizada);Caballero de alma ardiente y corazón enamorado, cuyo nombre fue registrado en la tradición bárdica de Taliesin como uno de los mortales más valientes de su tiempo.;Cuando Yvain del León entra en juego, puedes buscar un Arma en tu Cementerio y ponerla en tu Mano. Jugar Armas en tus Aliados de raza Caballero cuesta un Oro menos.;2;2;Aliado;aliado;Mega Real;mega-real;false;Caballero;caballero;https://api.myl.cl/static/cards/93/014.png;;93.0;2024-08-20 08:20:47.934 -0400;2024-08-20 08:20:47.934 -0400
15389;dragon nube carta texturizada;dragon_nube_(carta_texturizada);El rugido dolorido de una criatura lastimada se escuchó en los cielos, entonces todos supieron que el fin estaba cerca.;Cuando Dragón Nube entra en juego, puedes elegir entre robar 2 cartas o que tu oponente bote 2. ;4;3;Aliado;aliado;Mega Real;mega-real;false;Dragón;dragon;https://api.myl.cl/static/cards/93/018.png;;93.0;2024-08-20 08:20:47.935 -0400;2024-08-20 08:20:47.935 -0400
15393;nimue carta texturizada;nimue_(carta_texturizada);Después del paso de los hombres y sus juegos, ¿qué importancia tiene tu bondad? Pues, levanta tu mirada, las lágrimas agregan encanto a tu rostro como la lluvia al paisaje y la tormenta rejuvenece las flores.;En tu Fase de Vigilia y una vez por turno, puedes elegir un Aliado de raza Faerie de tu Cementerio para que Nimue se convierta en una copia exacta de esa carta hasta la Fase Final.;3;2;Aliado;aliado;Mega Real;mega-real;false;Faerie;faerie;https://api.myl.cl/static/cards/93/022.png;;93.0;2024-08-20 08:20:47.935 -0400;2024-08-20 08:20:47.935 -0400
15397;desleal carta texturizada;¡desleal!_(carta_texturizada);Los traidores se esconden en las esquinas de la corte, sólo el exilio podrá limpiar su alma corrupta.;Destierra un Aliado oponente. ;3;;Talismán;talisman;Mega Real;mega-real;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/026.png;;93.0;2024-08-20 08:20:47.935 -0400;2024-08-20 08:20:47.935 -0400
15401;espada larga;espada_larga;Se justa espada mía, yo seré noble y que el destino nos permita hacer el bien.;Cundo Espada Larga entra en juego, roba dos cartas de tu Mazo Castillo. El portador de Espada Larga gana 1 a la fuerza.;2;;Arma;arma;Real;real;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/030.png;;93.0;2024-08-20 08:20:47.936 -0400;2024-08-20 08:20:47.936 -0400
15406;cathach;cathach;Depredador de la tierra y el mar, el terror encarnado. Pero la amenaza más grande no estaba en su poderosa cola o en sus temibles dientes, sino en su capacidad de hacer hervir el mar en torno suyo.;Cuando Catach entra en juego, puedes barajar 2 cartas de tu Cementerio en tu Mazo Castillo. Los Aliados oponentes pierde 1 a la fuerza mientras sólo controles Aliados de raza Dragón.;3;2;Aliado;aliado;Real;real;false;Dragón;dragon;https://api.myl.cl/static/cards/93/035.png;;93.0;2024-08-20 08:20:47.936 -0400;2024-08-20 08:20:47.936 -0400
15411;morgana;morgana;El noble caballero combate por un solo objetivo: el futuro de su pueblo.;Tus Caballeros ganan + 2 a la fuerza, mientras Sir Boores esté en juego. ;5;2;Aliado;aliado;Real;real;false;Caballero;caballero;https://api.myl.cl/static/cards/93/040.png;;93.0;2024-08-20 08:20:47.936 -0400;2024-08-20 08:20:47.936 -0400
15419;desleal;desleal;Los traidores se esconden en las esquinas de la corte, sólo el exilio podrá limpiar su alma corrupta.;Destierra un Aliado oponente. ;3;;Talismán;talisman;Real;real;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/048.png;;93.0;2024-08-20 08:20:47.938 -0400;2024-08-20 08:20:47.938 -0400
15429;mercaderes;mercaderes;De Venecia a los reinos del emperador de mandarín, ellos son los amos y señores de las rutas comerciales.;En respuesta a la Declaración de Ataque oponente, puedes mover a Mercaderes a tu Línea de Defensa, y considéralo como un Aliado bloqueador de fuerza 3. En tu Fase Final, Destrúyelo. Si no es destruido vuelve a la Zona de Oro de la cual fue movido.;0;;Oro;oro;Real;real;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/058.png;;93.0;2024-08-20 08:20:47.939 -0400;2024-08-20 08:20:47.939 -0400
15434;juramento ferrico;juramento_ferrico;El juramento va así: las hadas que tejían mis ensueños, en la dulzura de mi abril en flor, las hadas que tejían mis ensueños, nunca abandonaron su labor...;Busca un Arma en tu Mazo Castillo o Cementerio y juégala en un Aliado que controles reduciendo su coste en 1 Oro. El Aliado portador puede ser declarado atacante este turno.;2;;Talismán;talisman;Real;real;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/063.png;;93.0;2024-08-20 08:20:47.939 -0400;2024-08-20 08:20:47.939 -0400
15439;dragon de ter;dragon_de_eter;Sus relámpagos iluminan el firmamento, recordándonos los tiempos en que el espacio solía ser suyo. Más que un dragón, un dios y más que un dios, un elemento.;Cuando Dragón de Eter es declarado atacante, todos los Aliados oponentes ganan - 1 a la fuerza hasta el final del turno. ;4;3;Aliado;aliado;Real;real;false;Dragón;dragon;https://api.myl.cl/static/cards/93/068.png;;93.0;2024-08-20 08:20:47.939 -0400;2024-08-20 08:20:47.939 -0400
15444;dragon de bronce;dragon_de_bronce;Él conoce cada hechizo, cada rincón del mundo y cada silencio. En su biblioteca, hasta el mago más poderoso se pondría a llorar.;Cuando Dragón de Bronce sea declarado atacante, debe ser bloqueado por un Aliado oponente a tu elección. ;4;3;Aliado;aliado;Real;real;false;Dragón;dragon;https://api.myl.cl/static/cards/93/073.png;;93.0;2024-08-20 08:20:47.939 -0400;2024-08-20 08:20:47.939 -0400
15449;la dama del lago;la_dama_del_lago;Dulce dama, permíteme ver tu rostro en un nuevo amanecer, entrégame la fuerza para encontrar la justicia en el corazón del humano.;Cuando La Dama del Lago entra en juego, puedes buscar un arma en tu mazo castillo o cementerio y ponerla en juego sin pagar su coste. ;4;1;Aliado;aliado;Real;real;false;Faerie;faerie;https://api.myl.cl/static/cards/93/078.png;;93.0;2024-08-20 08:20:47.940 -0400;2024-08-20 08:20:47.940 -0400
15454;cuna de dragones;cuna_de_dragones;La esperanza de nuevas sabidurías brota con cada recién nacido, la vida aún no se detiene para los Dragones.;Busca 2 cartas en tu cementerio y barájalas con tu mazo castillo. Puedes robar 1 carta. ;3;;Talismán;talisman;Real;real;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/083.png;;93.0;2024-08-20 08:20:47.940 -0400;2024-08-20 08:20:47.940 -0400
16435;perseo;perseo;;;;;Aliado;aliado;Mega Real;mega-real;false;;;https://api.myl.cl/static/cards/116/044.png;;116.0;2024-08-20 08:22:08.180 -0400;2024-08-20 08:22:08.180 -0400
16440;conla;conla;;;;;Aliado;aliado;Mega Real;mega-real;false;;;https://api.myl.cl/static/cards/116/049.png;;116.0;2024-08-20 08:22:08.180 -0400;2024-08-20 08:22:08.180 -0400
15375;capa de invisibilidad;capa_de_invisibilidad_legendaria;;Cuando entra en juego una carta oponente que no sea Oro, puedes jugar Capa de Invisibilidad para barajar esa carta en el Mazo Castillo de su dueño.;2;;Talismán;talisman;Legendaria;legendaria;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/004.png;;93.0;2024-08-20 08:20:47.933 -0400;2024-08-20 08:20:47.933 -0400
15379;espada larga;espada_larga_legendaria;;Cundo Espada Larga entra en juego, roba dos cartas de tu Mazo Castillo. El portador de Espada Larga gana 1 a la fuerza.;2;;Arma;arma;Legendaria;legendaria;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/008.png;;93.0;2024-08-20 08:20:47.934 -0400;2024-08-20 08:20:47.934 -0400
15384;duque godofredo carta texturizada;duque_godofredo_(carta_texturizada);El dragón del desierto le llamaban, el príncipe de Normandía peleará a muerte contra sus enemigos, sean cristianos, sean musulmanes.;Mientras Duque Godofredo esté en juego, todos tus caballeros ganan + 1 a la fuerza.;2;2;Aliado;aliado;Mega Real;mega-real;false;Caballero;caballero;https://api.myl.cl/static/cards/93/013.png;;93.0;2024-08-20 08:20:47.934 -0400;2024-08-20 08:20:47.934 -0400
15388;dragon de luz carta texturizada;dragon_de_luz_(carta_texturizada);Desafiando al Gran Wyrm, un dragón a decidido educar en vez de destruir, guiar en vez de ser un tirano, el más noble de los dragones y quizás la única esperanza de paz con los humanos.;En tu Fase de Vigilia, sólo una vez por turno, puedes barajar 3 cartas de tu Cementerio en tu Mazo Castillo. Si lo haces, Dragón de Luz no puede ser declarado atacante este turno.;5;3;Aliado;aliado;Mega Real;mega-real;false;Dragón;dragon;https://api.myl.cl/static/cards/93/017.png;;93.0;2024-08-20 08:20:47.935 -0400;2024-08-20 08:20:47.935 -0400
15392;morgana carta texturizada;morgana_(carta_texturizada);Si la venganza no corrompiese su alma, si el odio no corrompiese su corazón, ella sería tan poderosa como Merlín, pero gracias al creador, ella sólo es la esclava de su hijo Mordred.;Solo puedes tener una Morgana en juego. En tu fase de vigilia y una vez por turno, puedes destruir uno de tus aliados para desterrar un aliado oponente. ;4;2;Aliado;aliado;Mega Real;mega-real;false;Faerie;faerie;https://api.myl.cl/static/cards/93/021.png;;93.0;2024-08-20 08:20:47.935 -0400;2024-08-20 08:20:47.935 -0400
15396;bola de fuego carta texturizada;bola_de_fuego_(carta_texturizada);El poder de Merlín ilumina el reino, pero si es necesario, el mago borrará del mapa a cualquier osado que se atreva a desafiarlo.;Destruye una carta en juego, que no sea un oro. ;2;;Talismán;talisman;Mega Real;mega-real;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/025.png;;93.0;2024-08-20 08:20:47.935 -0400;2024-08-20 08:20:47.935 -0400
15405;draig ifanc;draig_ifanc;Después de siete noches de silencio el futuro dragón nube ruge con juvenil furia. La creación lo sabe;;;;;;;;;;;;;;;
15410;reina guinivere;reina_guinivere;Ni el sol se compara con su belleza, y su corazón es justo como el oro. La reina es la joya más valiosa del reino.;Cuando Reina Guinivere entra en juego, puedes buscar un Caballero en tu mazo castillo y ponerlo en tu mano. En tu fase de vigilia, genera 2 para bajar armas o 1 para bajar Caballeros. ;4;2;Aliado;aliado;Real;real;false;Caballero;caballero;https://api.myl.cl/static/cards/93/039.png;;93.0;2024-08-20 08:20:47.936 -0400;2024-08-20 08:20:47.936 -0400
15414;sir bedivere;sir_bedivere;La tierra está enferma y su enfermedad se llama humanidad, entonces él será la cura.;Cuando Dragón de Magma entra en juego, destruye un Aliado oponente. ;4;3;Aliado;aliado;Real;real;false;Dragón;dragon;https://api.myl.cl/static/cards/93/043.png;;93.0;2024-08-20 08:20:47.937 -0400;2024-08-20 08:20:47.937 -0400
15418;dragon nube;dragon_nube;Si la venganza no corrompiese su alma, si el odio no corrompiese su corazón, ella sería tan poderosa como Merlín, pero gracias al creador, ella sólo es la esclava de su hijo Mordred.;Solo puedes tener una Morgana en juego. En tu fase de vigilia y una vez por turno, puedes destruir uno de tus aliados para desterrar un aliado oponente. ;4;2;Aliado;aliado;Real;real;false;Faerie;faerie;https://api.myl.cl/static/cards/93/047.png;;93.0;2024-08-20 08:20:47.938 -0400;2024-08-20 08:20:47.938 -0400
15423;capa de invisibilidad;capa_de_invisibilidad;"""¿Invisibilidad? Eso es imposible"". Últimas palabras de muchos generales incrédulos.";Cuando entra en juego una carta oponente que no sea Oro, puedes jugar Capa de Invisibilidad para barajar esa carta en el Mazo Castillo de su dueño.;2;;Talismán;talisman;Real;real;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/052.png;;93.0;2024-08-20 08:20:47.938 -0400;2024-08-20 08:20:47.938 -0400
15433;criatura familiar;criatura_familiar;Espíritus con peso y materna, que están profundamente arraigados con el mundo mágico. Suelen ser invocados por brujas y brujos para asistirles en diversas labores, y como medio de comunicación con sus patrones mágicos.;En tu Fase de Vigilia, si sólo controlas Aliados Faerie, puedes descartar una carta y pagar 2 Oros para jugar Criatura Familiar desde tu Cementerio sin pagar su coste.;2;2;Aliado;aliado;Real;real;false;Faerie;faerie;https://api.myl.cl/static/cards/93/062.png;;93.0;2024-08-20 08:20:47.939 -0400;2024-08-20 08:20:47.939 -0400
15438;ricardo corazon de leon;ricardo_corazon_de_leon;El impetuoso monarca enfrenta los retos que su fé le impone, confiado en el poder de su espada y la ayuda de su dios.;En tu fase de vigilia, y una vez por turno, destierra una carta de tu mano para mirar la de tu oponente y luego elige una carta que no podrá ser jugada en su próximo turno.;3;2;Aliado;aliado;Real;real;false;Caballero;caballero;https://api.myl.cl/static/cards/93/067.png;;93.0;2024-08-20 08:20:47.939 -0400;2024-08-20 08:20:47.939 -0400
15443;dragon cobrizo;dragon_cobrizo;Escondido en su viejo castillo, un viejo dragón contempla las estrellas, donde están sus antepasados.;En tu fase de vigilia, genera 2 oros para bajar Dragones. ;3;2;Aliado;aliado;Real;real;false;Dragón;dragon;https://api.myl.cl/static/cards/93/072.png;;93.0;2024-08-20 08:20:47.939 -0400;2024-08-20 08:20:47.939 -0400
15448;belial el bestial;belial,_el_bestial;Avalon y el Infierno están unidos por derecho feudal, el príncipe de las mentiras tiene muchas caras: actúa como consejero de Mordred, amante de Morgana…y padre de Merlín, pero su verdadera agenda es un misterio.;Belial, El Bestial, gana + 1 a la fuerza por cada faerie que tengas en juego. ;4;3;Aliado;aliado;Real;real;false;Faerie;faerie;https://api.myl.cl/static/cards/93/077.png;;93.0;2024-08-20 08:20:47.940 -0400;2024-08-20 08:20:47.940 -0400
16444;neferite i;neferite_i;;;;;Aliado;aliado;Mega Real;mega-real;false;;;https://api.myl.cl/static/cards/116/053.png;;116.0;2024-08-20 08:22:08.180 -0400;2024-08-20 08:22:08.180 -0400
15376;rey arturo pendragon;rey_arturo_pendragon_legendaria;;Solo puedes tener en juego a un Rey Arturo Pendragón. Mientras esté en juego, tus Caballeros ganan + 1 a la fuerza y tu oponente bota 2 cartas en cada fase de agrupación. En respuesta a que sea destruido, puedes descartar 2 para salvarlo. ;5;2;Aliado;aliado;Legendaria;legendaria;false;Caballero;caballero;https://api.myl.cl/static/cards/93/005.png;;93.0;2024-08-20 08:20:47.933 -0400;2024-08-20 08:20:47.933 -0400
15381;reina guinivere carta texturizada;reina_guinivere_(carta_texturizada);Ni el sol se compara con su belleza, y su corazón es justo como el oro. La reina es la joya más valiosa del reino.;Cuando Reina Guinivere entra en juego, puedes buscar un Caballero en tu mazo castillo y ponerlo en tu mano. En tu fase de vigilia, genera 2 para bajar armas o 1 para bajar Caballeros. ;4;2;Aliado;aliado;Mega Real;mega-real;false;Caballero;caballero;https://api.myl.cl/static/cards/93/010.png;;93.0;2024-08-20 08:20:47.934 -0400;2024-08-20 08:20:47.934 -0400
15386;dragon de magma carta texturizada;dragon_de_magma_(carta_texturizada);La tierra está enferma y su enfermedad se llama humanidad, entonces él será la cura.;Cuando Dragón de Magma entra en juego, destruye un Aliado oponente. ;4;3;Aliado;aliado;Mega Real;mega-real;false;Dragón;dragon;https://api.myl.cl/static/cards/93/015.png;;93.0;2024-08-20 08:20:47.934 -0400;2024-08-20 08:20:47.934 -0400
15394;capa de invisibilidad carta texturizada;capa_de_invisibilidad_(carta_texturizada);"""¿Invisibilidad? Eso es imposible"". Últimas palabras de muchos generales incrédulos.";Cuando entra en juego una carta oponente que no sea Oro, puedes jugar Capa de Invisibilidad para barajar esa carta en el Mazo Castillo de su dueño.;2;;Talismán;talisman;Mega Real;mega-real;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/023.png;;93.0;2024-08-20 08:20:47.935 -0400;2024-08-20 08:20:47.935 -0400
15416;dragon demonio;dragon_demonio;Desafiando al Gran Wyrm, un dragón a decidido educar en vez de destruir, guiar en vez de ser un tirano, el más noble de los dragones y quizás la única esperanza de paz con los humanos.;En tu Fase de Vigilia, sólo una vez por turno, puedes barajar 3 cartas de tu Cementerio en tu Mazo Castillo. Si lo haces, Dragón de Luz no puede ser declarado atacante este turno.;5;3;Aliado;aliado;Real;real;false;Dragón;dragon;https://api.myl.cl/static/cards/93/045.png;;93.0;2024-08-20 08:20:47.937 -0400;2024-08-20 08:20:47.937 -0400
15420;bola de fuego;bola_de_fuego;El poder de Merlín ilumina el reino, pero si es necesario, el mago borrará del mapa a cualquier osado que se atreva a desafiarlo.;Destruye una carta en juego, que no sea un oro. ;2;;Talismán;talisman;Real;real;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/049.png;;93.0;2024-08-20 08:20:47.938 -0400;2024-08-20 08:20:47.938 -0400
15425;herrero;herrero;El herrero maneja su ciencia con brillantez;;;;;;;;;;;;;;;
15435;sir tristan;sir_tristan;Si se es fuerte, se debe ser justo, se debe ser generoso. Un caballero es mucho más que un guerrero.;Cuando Sir Tristán entra en juego, busca una carta en tu cementerio y pónla en tu mano. ;3;1;Aliado;aliado;Real;real;false;Caballero;caballero;https://api.myl.cl/static/cards/93/064.png;;93.0;2024-08-20 08:20:47.939 -0400;2024-08-20 08:20:47.939 -0400
15440;dragon de aire;dragon_de_aire;El firmamento se abre en dos, entonces escuchas la canción de un ser antiguo, arcano. Un ser que con su sabiduría podría iluminar al mundo, pero que ha decidido alejarse…quizás para siempre.;Dragón del Aire puede atacar cuando entra en juego. ;4;4;Aliado;aliado;Real;real;false;Dragón;dragon;https://api.myl.cl/static/cards/93/069.png;;93.0;2024-08-20 08:20:47.939 -0400;2024-08-20 08:20:47.939 -0400
15445;kernuac el cazador;kernuac_el_cazador;Un oscuro dragón contempla a su única presa, la humanidad.;En tu fase de vigilia, puedes destruir a Kernuac, El Cazador, para buscar 2 cartas del mazo castillo oponente y desterrarlas. ;4;3;Aliado;aliado;Real;real;false;Dragón;dragon;https://api.myl.cl/static/cards/93/074.png;;93.0;2024-08-20 08:20:47.940 -0400;2024-08-20 08:20:47.940 -0400
15450;alto druida;alto_druida;Él maestro de los druidas le ha dado la espalda a la civilización y sus engaños. Tan sólo la tierra será testigo de su poder.;Alto Druida sólo puede bloquear. ;2;4;Aliado;aliado;Real;real;false;Faerie;faerie;https://api.myl.cl/static/cards/93/079.png;;93.0;2024-08-20 08:20:47.940 -0400;2024-08-20 08:20:47.940 -0400
15455;santo grial;santo_grial;La copa de un carpintero encierra el secreto de todo aquello que hemos perdido.;En respuesta a que una de tus cartas en juego sea destruida, juega a Santo Grial para subirla a la mano. ;1;;Talismán;talisman;Real;real;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/084.png;;93.0;2024-08-20 08:20:47.940 -0400;2024-08-20 08:20:47.940 -0400
15460;totem de la ltima cancion;totem_de_la_ultima_cancion;Aquí descansara el rey, hasta que sea necesario una nueva era de justicia y libertad;;;;;;;;;;;;;;;
15465;siroco;siroco;El enemigo más terrible es invisible, no usa armas y monta sobre el viento.;En tu Fase de Vigilia, busca en el Cementerio oponente un aliado de fuerza 3 o menos y pónlo en tu Línea de Defensa (hasta salir del juego se considera bajo tu control).;5;;Talismán;talisman;Real;real;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/094.png;;93.0;2024-08-20 08:20:47.941 -0400;2024-08-20 08:20:47.941 -0400
15470;la espada en la piedra;la_espada_en_la_piedra;Uther Pendragón a muerto, sólo su sangre podrá guiar al reino y liberar a la espada de su pétrea tumba.;Si el Rey Arturo Pedragón no esta en juego, los Caballeros no pueden atacar en los 2 siguientes turnos. ;2;;Talismán;talisman;Real;real;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/099.png;;93.0;2024-08-20 08:20:47.941 -0400;2024-08-20 08:20:47.941 -0400
16449;dendera;dendera;;;;;Tótem;totem;Mega Real;mega-real;false;;;https://api.myl.cl/static/cards/116/058.png;;116.0;2024-08-20 08:22:08.181 -0400;2024-08-20 08:22:08.181 -0400
15447;titania;titania;En tierras invisibles para el ojo humano, una reina guiada sólo por sus deseos comanda los corazones de una raza que se retira a la donde siempre es crepúsculo de verano.;Mientras Titania esté en juego, tus demás Faeries ganan + 1 a la fuerza y pueden atacar cuando entran en juego. ;4;1;Aliado;aliado;Real;real;false;Faerie;faerie;https://api.myl.cl/static/cards/93/076.png;;93.0;2024-08-20 08:20:47.940 -0400;2024-08-20 08:20:47.940 -0400
15452;plaga;plaga;La peste destruye las vidas de quienes toca, la miseria llama a la muerte, y la muerte es su esclavo obediente.;Destruye dos Aliados oponentes. ;5;;Talismán;talisman;Real;real;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/081.png;;93.0;2024-08-20 08:20:47.940 -0400;2024-08-20 08:20:47.940 -0400
15457;aulladores blancos;aulladores_blancos;Debes temer a ese aullido, debes huir lo más rápido posible. No son lobos, ni siquiera son bestias, son seres antiguos como el océano y oscuro como la noche.;En respuesta a que una de tus cartas sea destruida, destruye una carta oponente del mismo tipo. ;2;;Talismán;talisman;Real;real;false;Sin Raza;noraza;https://api.myl.cl/static/cards/93/086.png;;93.0;2024-08-20 08:20:47.940 -0400;2024-08-20 08:20:47.940 -0400
